The number after B is the patent number
B3842432   19900410 B1
B3976295   19900410 B1
B4474878   19900417 B1
B4680836   19900417 B1
B3956593   19900417 B1
B4169290   19900417 B1
B4642285   19900417 B1
B4658892   19900417 B1
B3942680   19900424 B1
B4684372   19900501 B1
B4512098   19900501 B1
B4618348   19900501 B1
B4666457   19900501 B1
B4230830   19900508 B1
B4551120   19900508 B2
B4224769   19900508 B1
B4815620   19900508 B1
B4767746   19900508 B1
B4205028   19900508 B1
B4183989   19900508 B1
B4359501   19900508 B1
B4559258   19900508 B1
B3943451   19900508 B1
B3693983   19900508 B1
B4702783   19900508 B1
B3842433   19900508 B1
B4689645   19900508 B1
B4770368   19900515 B1
B4732583   19900515 B1
B4591999   19900529 B1
B4615034   19900529 B1
B4642970   19900529 B1
B4218786   19900529 B1
B4708696   19900529 B1
B4806579   19900529 B1
B4802732   19900529 B1
B4323071   19900529 B1
B3905809   19900529 B2
B4391928   19900605 B1
B4398029   19900605 B1
B4185167   19900605 B1
B4615937   19900605 B1
B4557774   19900605 B1
B4764604   19900612 B1
B4019279   19900612 B1
B4511207   19900612 B1
BRE30814   19900612 F1
B4610608   19900612 B1
B4781676   19900612 B1
B4824787   19900612 B1
B4584569   19900619 B1
B3860003   19900619 B2
B4692374   19900619 B1
B4191596   19900626 B1
B4194509   19900626 B1
B4632980   19900626 B1
B4486378   19900703 B1
B3713100   19900703 B1
B3899945   19900703 B1
B3994711   19900703 B1
B3986261   19900703 B1
B4083229   19900703 B3
B4699447   19900703 B1
B4683291   19900703 B1
B4228225   19900703 B1
B4701929   19900710 B1
B4697280   19900717 B1
B4537160   19900717 B1
B4438842   19900717 B1
B4264083   19900717 B2
B4767628   19900717 B1
B4653056   19900724 B1
B4303721   19900724 B1
B4692599   19900724 B1
B4267753   19900724 B1
B4481273   19900724 B1
B4637865   19900724 B1
B4495293   19900731 B1
B4785035   19900731 B1
B4841988   19900814 B1
B4800407   19900821 B1
B4079028   19900821 B1
B4624327   19900821 B1
B4189834   19900821 B2
B4720332   19900828 B1
B4819569   19900828 B1
B4697884   19900828 B1
B4780589   19900904 B1
B4763333   19900904 B1
B4042890   19900904 B1
B4539131   19900904 B1
B4866110   19900911 B1
B4511488   19900911 B1
B3957084   19900918 B1
B4540243   19900918 B1
B4060066   19900925 B1
B4261339   19900925 B1
B4436092   19900925 B1
B4848725   19900925 B1
B4708080   19900925 B1
B3845351   19901002 B2
B4518654   19901002 B1
B4695901   19901002 B1
B4448061   19901009 B1
B3794732   19901009 B1
B4634485   19901016 B1
B4592230   19901016 B1
B4610913   19901016 B1
B4226669   19901016 B1
B4466241   19901023 B1
B4647612   19901023 B1
B4355032   19901030 B2
B4692491   19901030 B1
B4070586   19901030 B1
B4527896   19901106 B1
B4735501   19901106 B1
B4755653   19901106 B1
B3379273   19901113 B1
B4508769   19901113 B1
B4768783   19901113 B1
B4452053   19901113 B1
B4455417   19901120 B1
B4683202   19901127 B1
B4645377   19901204 B1
B4314665   19901204 B1
B4798142   19901204 B1
B4764961   19901204 B1
B4864390   19901211 B1
B3921346   19901218 B1
B4191793   19901225 B1
B4790553   19901225 B1
B4077588   19910101 B1
B4417886   19910101 B1
B4572206   19910101 B1
B4491005   19910108 B1
B4510479   19910108 B1
B4062141   19910108 B2
B4379696   19910115 B1
B4138670   19910115 B1
B4821492   19910115 B1
B4271093   19910122 B1
B4183018   19910129 B1
B4725664   19910129 B1
B4797966   19910129 B1
B3756328   19910129 B1
B4045841   19910129 B1
B4143760   19910205 B1
B4618354   19910219 B1
B4094432   19910226 B1
B4732081   19910305 B1
B4213163   19910305 B1
B4488477   19910312 B1
B4613812   19910312 B1
B4449345   19910312 B1
B4820621   19910312 B1
B4585411   19910312 B1
B4847303   19910312 B1
B4345348   19910319 B1
B4484104   19910319 B1
B4256789   19910326 B1
B4469732   19910326 B1
B4631215   19910326 B1
B4845059   19910326 B1
B4839597   19910326 B1
B4459526   19910402 B2
B4392580   19910402 B1
B4349987   19910402 B1
B4235553   19910402 B1
B4198094   19910402 B1
B3870474   19910402 B1
B4464223   19910409 B1
B4480214   19910416 B2
B4773812   19910416 B1
B4732026   19910416 B1
B4489022   19910416 B1
B4478268   19910423 B1
B4645317   19910423 B1
B4845350   19910430 B1
B4455654   19910430 B1
B4044187   19910430 B1
B4420982   19910430 B1
B4604302   19910430 B1
B3723656   19910430 B1
B3713100   19910507 B2
B4761324   19910507 B1
B4755741   19910514 B1
B4458470   19910514 B1
B4797170   19910521 B1
B4209506   19910521 B1
B4355986   19910521 B1
B4125297   19910521 B1
B4882120   19910521 B1
B4757267   19910521 B1
B4836222   19910528 B1
B4824491   19910604 B1
B4697972   19910604 B1
B4383668   19910604 B1
B4445741   19910604 B1
B4413883   19910604 B1
B4717268   19910604 B1
B4426860   19910604 B1
BD307059   19910611 B1
B4214616   19910611 B1
B4424551   19910611 B1
B4745468   19910611 B1
B4886167   19910611 B1
B4648907   19910618 B1
B4821312   19910625 B1
B4676450   19910625 B1
B4906432   19910625 B1
B4368560   19910702 B1
B4762129   19910702 B1
B4544584   19910702 B1
B4461311   19910702 B1
B4815104   19910702 B1
B4826248   19910702 B1
B4433070   19910702 B2
B4473362   19910709 B1
B4884694   19910709 B1
B4786703   19910709 B1
B4603072   19910709 B1
B4731335   19910709 B1
B4800876   19910709 B1
B4600262   19910716 B1
B4404040   19910716 B1
B4522502   19910723 B1
B4106739   19910723 B1
B4706553   19910723 B1
B4612165   19910723 B1
B4572600   19910723 B1
B4812544   19910723 B1
B4741711   19910730 B1
B4492276   19910730 B1
B4790429   19910730 B1
B4845175   19910730 B1
B4877077   19910730 B1
B4483737   19910730 B1
B4298994   19910806 B1
B4325984   19910806 B1
B4715541   19910813 B1
B4522610   19910813 B1
B4492762   19910813 B1
B4286957   19910813 B1
B4221483   19910813 B1
BD299019   19910813 B1
B4865326   19910813 B1
B4812700   19910813 B1
B4780009   19910813 B1
B4919285   19910827 B1
B4779176   19910827 B1
B4567738   19910827 B1
B4747946   19910827 B1
B4643293   19910827 B1
B4763099   19910827 B1
B4306856   19910827 B1
B4892244   19910827 B1
B4828787   19910903 B1
B4314990   19910903 B1
B4742142   19910903 B1
B3684560   19910903 B1
B4604097   19910910 B1
B4698289   19910910 B1
B4769963   19910910 B1
B4767308   19910910 B1
B4808413   19910910 B1
B4720292   19910910 B1
BD286524   19910917 B1
B4446715   19910917 B1
B4278740   19910917 B1
B4761968   19910917 B1
B4798465   19910917 B1
B3863114   19910924 B1
B4463909   19911001 B1
B4679126   19911001 B1
B4905698   19911001 B1
B4950404   19911001 B1
B4883672   19911008 B1
B4315398   19911015 B1
B4762754   19911015 B1
B4688529   19911015 B1
B4193889   19911015 B1
B4854473   19911015 B1
B4830505   19911015 B1
B4748161   19911015 B1
B4826283   19911015 B1
B4799695   19911015 B1
B4573477   19911022 B1
BD273544   19911022 B1
B4276789   19911029 B1
B4208433   19911029 B1
B3966210   19911029 B1
B4746276   19911029 B1
B3342442   19911029 B1
B4751528   19911029 B1
B4835182   19911105 B1
B4229360   19911105 B1
B4869946   19911105 B1
B4866329   19911112 B1
B4911727   19911112 B1
B4167769   19911126 B1
B4633602   19911126 B1
B4569444   19911126 B2
B4970243   19911126 B1
B4823784   19911126 B1
B4606472   19911203 B1
B4574914   19911203 B1
B4894975   19911203 B1
B4622977   19920107 B1
B4574614   19920107 B1
B4571850   19920121 B1
B4264751   19920128 B1
B4718099   19920128 B1
B4863438   19920128 B1
B4842138   19920128 B1
BD274696   19920128 B1
B4792717   19920128 B1
B4927866   19920204 B1
B4178654   19920204 B1
B3982318   19920204 B1
B4884814   19920218 B1
B4916004   19920218 B1
B4198327   19920218 B1
B4881259   19920225 B1
B4465074   19920303 B1
B4893422   19920303 B1
B4690055   19920303 B1
B4911314   19920324 B1
B4687526   19920324 B1
B4427068   19920324 B1
B4719852   19920324 B1
B3918029   19920324 B1
B4887087   19920324 B1
B4028963   19920324 B1
B4971344   19920324 B1
B4899563   19920324 B1
B4870873   19920331 B1
B4915745   19920407 B1
B4656957   19920407 B1
B4680224   19920407 B1
B4715980   19920407 B1
B4663071   19920407 B1
B4175355   19920414 B1
B4600567   19920414 B1
B4879445   19920414 B1
B4312669   19920414 B1
B4477575   19920421 B1
B4591689   19920421 B1
B4985404   19920421 B1
B4649949   19920428 B1
B4965961   19920428 B1
B4517283   19920428 B1
B4900519   19920428 B1
B5006360   19920428 B1
B4189551   19920428 B1
B4410917   19920505 B1
B4951986   19920505 B1
B4813934   19920512 B1
B4812626   19920512 B1
B4842820   19920512 B1
B4836868   19920512 B1
B4222379   19920512 B1
B4159933   19920512 B1
B4164464   19920512 B1
B4883657   19920512 B1
B4166388   19920519 B1
B4701486   19920519 B1
B4772269   19920519 B1
B4832228   19920519 B1
B4215513   19920526 B1
B4598704   19920526 B1
B4471953   19920602 B1
B4294178   19920602 B1
B4770868   19920602 B1
B4710528   19920602 B1
B4872834   19920602 B1
B4876270   19920602 B1
B4808600   19920602 B1
B4908469   19920602 B1
B4916726   19920609 B1
B4913703   19920616 B1
B4996835   19920616 B1
B4888229   19920616 B1
B4849032   19920616 B1
B4929749   19920623 B1
B4723934   19920623 B1
B4374520   19920623 B1
B4264751   19920628 B1
B4721720   19920630 B1
B4383353   19920630 B1
B4837586   19920630 B1
B4858001   19920630 B1
B4576384   19920630 B1
B4203639   19920630 B1
B4876835   19920630 B1
B4776765   19920630 B1
B4914372   19920630 B1
B4727470   19920630 B1
B4467807   19920630 B1
B4753801   19920714 B1
B3425430   19920714 B1
B3396619   19920714 B1
B3956273   19920714 B1
B3993947   19920714 B1
B3981683   19920714 B1
B4906662   19920714 B1
B4944250   19920714 B1
B4879309   19920714 B1
B4904286   19920714 B1
B4522350   19920714 B1
B4557958   19920714 B1
B4554644   19920714 B1
B4688105   19920714 B1
BD269238   19920714 B1
B4844723   19920721 B1
B4937479   19920721 B1
B4933575   19920721 B1
B4219306   19920721 B1
B4396806   19920721 B1
B4959120   19920721 B1
B5061864   19920721 B1
B4748960   19920728 B1
B4770674   19920728 B1
B4904050   19920728 B1
B4983108   19920728 B1
B3896550   19920804 B1
B4963766   19920804 B1
B4880450   19920804 B1
B4549703   19920811 B1
B4746337   19920811 B1
B4937254   19920811 B1
B4745285   19920811 B1
B4937480   19920818 B1
B5019727   19920818 B1
B4806799   19920818 B1
B4825107   19920818 B1
B5041742   19920818 B1
B4871929   19920818 B1
B4963344   19920825 B1
B4950611   19920825 B1
B4729706   19920825 B1
B4677345   19920825 B1
BD309129   19920825 B1
B4872647   19920901 B1
B4904922   19920901 B1
B4962342   19920915 B1
B4906272   19920915 B1
B5040436   19920915 B1
B5051621   19920915 B1
B5030502   19920915 B1
BRE33128   19920915 F1
B4831282   19920915 B1
B4896499   19920915 B1
B4917196   19920915 B1
B4600919   19920915 B1
B4619494   19920915 B1
B4756414   19920915 B1
B4660698   19920915 B1
B4782138   19920922 B1
B4680456   19920922 B1
B4741173   19920922 B1
BD300184   19920922 B1
B4146834   19920922 B1
B4203158   19920922 B1
B4260005   19920922 B1
B4994099   19921006 B1
B4228528   19921006 B1
B4864162   19921013 B1
B4962341   19921013 B1
B4899243   19921013 B1
B4410892   19921013 B1
B4897522   19921013 B1
B4842666   19921013 B1
B4170821   19921020 B1
B4893932   19921020 B1
B4552899   19921020 B1
B5013132   19921020 B1
B4544835   19921020 B1
B4932760   19921020 B1
B4228277   19921020 B1
B4741711   19921020 B1
B4864896   19921027 B1
B4996450   19921027 B1
B4983861   19921027 B1
B5023494   19921027 B1
B4877978   19921027 B1
B5012137   19921027 B1
B3755908   19921027 B1
B5025757   19921027 B1
B4793854   19921027 B1
B4795278   19921103 B1
B3876375   19921103 B1
B5047137   19921103 B1
B4775148   19921103 B1
B4399610   19921103 B1
B4948922   19921103 B1
B5023931   19921103 B1
B4648907   19921103 B1
B4652630   19921103 B1
B4677115   19921110 B1
B3121159   19921110 B1
B3826728   19921110 B1
B4226737   19921110 B1
B5059825   19921110 B1
BRE32905   19921110 F1
B4823411   19921110 B1
B4868364   19921110 B1
B4469099   19921117 B1
B4835414   19921117 B1
B5051613   19921117 B1
B4500777   19921124 B1
B4500007   19921124 B1
B4797413   19921124 B1
B4816455   19921124 B1
B4829747   19921124 B1
B5007879   19921124 B1
B5055722   19921201 B1
B4663159   19921201 B1
B4565351   19921201 B1
B4628180   19921201 B1
B4838394   19921201 B1
B4042864   19921201 B1
B5003203   19921201 B1
B4970415   19921201 B1
B4887813   19921201 B1
B4473980   19921201 B1
B4387415   19921201 B1
B4839604   19921201 B1
B5004863   19921208 B1
B5013451   19921208 B1
B4983124   19921208 B1
B4751131   19921208 B1
B4705921   19921208 B1
B4858673   19921208 B1
B4833008   19921208 B1
B4815647   19921208 B1
BD309027   19921208 B1
B5074912   19921208 B1
BD304784   19921215 B1
B4391590   19921215 B1
B5049764   19921215 B1
B5055716   19921215 B1
B4571593   19921222 B1
B4261880   19921222 B1
B4622201   19921222 B1
B4454158   19921222 B1
B4741743   19921222 B1
B4834188   19921222 B1
B4916140   19921229 B1
B4906870   19921229 B1
B5019274   19921229 B1
B4762564   19921229 B1
B5008725   19930112 B1
B4815604   19930112 B1
B4545512   19930112 B1
B3921888   19930112 B1
B4673477   19930112 B1
B4422745   19930112 B1
B4939739   19930112 B1
B4148331   19930112 B1
B4193499   19930119 B1
B4529868   19930119 B1
B4844723   19930119 B2
B5027014   19930119 B1
BD298986   19930119 B1
B4770674   19930119 B2
B5056559   19930126 B1
B4543580   19930126 B1
B4609809   19930126 B1
B4912348   19930126 B1
B4872483   19930126 B1
B4917354   19930126 B1
B4792806   19930126 B1
B4861270   19930126 B1
B4869735   19930126 B1
B4916337   19930126 B1
B5036804   19930202 B1
B5030857   19930202 B1
B4904883   19930202 B1
B5056686   19930202 B1
B4922464   19930202 B1
B4980964   19930209 B1
B4251331   19930209 B1
B5028667   19930209 B1
B4975603   19930216 B1
B5002746   19930216 B1
B5030853   19930216 B1
B4981472   19930223 B1
B4619584   19930223 B1
B4959559   19930223 B1
B4746994   19930223 B1
B4883980   19930223 B1
B4940905   19930223 B1
B5063304   19930223 B1
B4751087   19930302 B1
B4692834   19930302 B1
B4864104   19930302 B1
B5051619   19930302 B1
B4638187   19930302 B1
B3976230   19930309 B1
B4947432   19930309 B1
B5029954   19930309 B1
B4889744   19930309 B1
B4733631   19930309 B1
B4805764   19930316 B1
B4844252   19930316 B1
B4917706   19930316 B1
B4882507   19930316 B1
B5029278   19930316 B1
B4396391   19930316 B2
B4895456   19930323 B1
B4711140   19930323 B1
B5099040   19930323 B1
B4494897   19930323 B1
B4749631   19930323 B1
B5068548   19930330 B1
B4952936   19930330 B1
B4746635   19930330 B1
B4740775   19930330 B1
B4790698   19930330 B1
B4437122   19930330 B1
B4512616   19930330 B1
B4545290   19930330 B1
B5034830   19930330 B1
B3713099   19930330 B1
B4588897   19930406 B1
B5029283   19930406 B1
B4727416   19930406 B1
B4814688   19930406 B1
B4506241   19930406 B1
B4837944   19930406 B1
B4883331   19930406 B1
B4966421   19930406 B1
B4977455   19930413 B1
B4546553   19930413 B1
B5034625   19930420 B1
B4904838   19930420 B1
B4508500   19930420 B1
B4732368   19930420 B1
B4896943   19930420 B1
B4894562   19930420 B1
B4654077   19930420 B1
B4076698   19930427 B1
B4283698   19930427 B1
B5069691   19930427 B1
B4589876   19930427 B1
B4958150   19930427 B1
B4082267   19930427 B1
B5108660   19930427 B1
B4640719   19930427 B1
B4802122   19930504 B1
B4968453   19930504 B1
B4684116   19930504 B1
B4560176   19930504 B1
B5008804   19930504 B1
B4522828   19930511 B1
B5037481   19930511 B1
B5068549   19930511 B1
B5102889   19930511 B1
B4999845   19930511 B1
B4999520   19930511 B1
B4998549   19930511 B1
B4869278   19930511 B1
B4349832   19930511 B1
B4720342   19930518 B1
B4283621   19930518 B1
B4126546   19930518 B1
B4065645   19930518 B1
B4781832   19930518 B1
B4913396   19930518 B1
B4659309   19930518 B1
B5083561   19930518 B1
B4643949   19930518 B1
B4634300   19930518 B1
B4887770   19930525 B1
B4966324   19930525 B1
B4965717   19930525 B1
B3956593   19930525 B2
B4423286   19930525 B1
B4783938   19930525 B1
BD273794   19930525 B1
B4944030   19930525 B1
B4326416   19930525 B1
B5033639   19930525 B1
B4703336   19930601 B2
B5023478   19930601 B1
B4918329   19930601 B1
B4905189   19930601 B1
B3956273   19930608 B1
B4779207   19930608 B1
B4947028   19930608 B1
B4916250   19930608 B1
BRE32728   19930608 F1
B4975446   19930608 B1
B4978512   19930615 B1
B4764876   19930615 B1
B4706951   19930615 B1
B4789277   19930622 B2
B5109972   19930622 B1
B4716175   19930622 B1
B4586751   19930629 B1
B5108684   19930629 B1
BD320872   19930629 B1
B4926605   19930629 B1
B5031439   19930629 B1
BD300184   19930629 B1
B4593674   19930706 B1
B4388288   19930706 B1
B5120842   19930706 B1
B4588385   19930706 B1
B5111971   19930706 B1
B5009654   19930713 B1
BD289855   19930713 B1
B4894001   19930713 B1
B4968993   19930713 B1
B4706553   19930713 B1
B4376286   19930720 B1
B4926840   19930720 B1
B4530787   19930720 B1
B4855702   19930720 B1
B5040828   19930720 B1
B3940221   19930727 B1
B4840613   19930727 B1
B4308810   19930803 B1
B4321353   19930803 B1
B4646271   19930803 B1
B5072134   19930810 B1
B4959378   19930810 B1
B4918163   19930817 B1
B4457664   19930824 B1
B4758406   19930831 B1
B4710927   19930831 B1
B4803445   19930907 B1
B4853560   19930907 B1
B4273325   19930907 B1
B4642561   19930907 B1
B4389074   19930907 B1
B4637802   19930907 B1
B4964837   19930914 B1
B4200276   19930914 B1
B4384436   19930914 B1
B3805611   19930914 B1
B5041736   19930914 B1
B4782335   19930921 B1
B4380090   19930921 B1
B4617479   19930921 B1
B3847399   19930928 B1
B4953313   19930928 B1
B4952142   19931012 B1
B4774680   19931012 B1
B4888713   19931012 B1
B5033812   19931012 B1
B4217462   19931012 B1
B4789360   19931012 B1
B4980942   19931012 B1
B4959699   19931012 B1
B4558594   19931012 B1
B4486857   19931012 B1
B5154447   19931019 B1
BD309129   19931019 B1
B5050854   19931019 B1
B4219945   19931019 B1
B3918565   19931019 B1
B4953995   19931026 B1
B4898092   19931026 B1
B4575742   19931026 B1
B4064112   19931026 B1
B5068734   19931026 B1
B4939516   19931026 B1
B4956219   19931102 B1
B4104822   19931102 B3
B5036098   19931102 B1
B5116441   19931102 B1
B5143923   19931102 B1
B4384853   19931109 B1
B4801609   19931109 B1
B5113354   19931109 B1
B5142838   19931109 B1
B4726624   19931109 B1
B5051625   19931116 B1
B4598245   19931116 B1
B4761134   19931116 B1
B4735328   19931116 B1
B4956480   19931116 B1
B4962326   19931116 B1
B4931457   19931116 B1
B4887372   19931116 B1
B4890615   19931116 B1
B5104421   19931116 B1
B4249758   19931123 B1
B5105396   19931130 B1
B4908906   19931207 B1
B5007128   19931207 B1
B4201099   19931207 B1
